pokemon,ability,is_hidden,slot,description
pheromosa,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
xurkitree,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
celesteela,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
kartana,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
guzzlord,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
necrozma,Prism Armor,No,1,Reduces super-effective damage to 0.75×.
magearna,Soul Heart,No,1,This Pokémon's Special Attack rises by one stage every time any Pokémon faints.
marshadow,Technician,No,1,Strengthens moves of 60 base power or less to 1.5× their power.
poipole,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
naganadel,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
stakataka,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
blacephalon,Beast Boost,No,1,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
zeraora,Volt Absorb,No,1,"Absorbs electric moves, healing for 1/4 max HP."
meltan,Magnet Pull,No,1,Prevents steel opponents from fleeing or switching out.
melmetal,Iron Fist,No,1,Strengthens punch-based moves to 1.2× their power.
grookey,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
grookey,Grassy Surge,Yes,3,"When this Pokémon enters battle, it changes the terrain to Grassy Terrain."
thwackey,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
thwackey,Grassy Surge,Yes,3,"When this Pokémon enters battle, it changes the terrain to Grassy Terrain."
rillaboom,Overgrow,No,1,Strengthens grass moves to inflict 1.5× damage at 1/3 max HP or less.
rillaboom,Grassy Surge,Yes,3,"When this Pokémon enters battle, it changes the terrain to Grassy Terrain."
scorbunny,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
scorbunny,Libero,Yes,3,Libero changes the Pokémon's type to that of its previously used attack.
raboot,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
raboot,Libero,Yes,3,Libero changes the Pokémon's type to that of its previously used attack.
cinderace,Blaze,No,1,Strengthens fire moves to inflict 1.5× damage at 1/3 max HP or less.
cinderace,Libero,Yes,3,Libero changes the Pokémon's type to that of its previously used attack.
sobble,Torrent,No,1,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
sobble,Sniper,Yes,3,Strengthens critical hits to inflict 3× damage rather than 2×.
drizzile,Torrent,No,1,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
drizzile,Sniper,Yes,3,Strengthens critical hits to inflict 3× damage rather than 2×.
inteleon,Torrent,No,1,Strengthens water moves to inflict 1.5× damage at 1/3 max HP or less.
inteleon,Sniper,Yes,3,Strengthens critical hits to inflict 3× damage rather than 2×.
skwovet,Cheek Pouch,No,1,"Restores HP upon eating a Berry, in addition to the Berry's effect."
skwovet,Gluttony,Yes,3,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
greedent,Cheek Pouch,No,1,"Restores HP upon eating a Berry, in addition to the Berry's effect."
greedent,Gluttony,Yes,3,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
rookidee,Keen Eye,No,1,Prevents accuracy from being lowered.
rookidee,Unnerve,No,2,Prevents opposing Pokémon from eating held Berries.
rookidee,Big Pecks,Yes,3,Protects against Defense drops.
corvisquire,Keen Eye,No,1,Prevents accuracy from being lowered.
corvisquire,Unnerve,No,2,Prevents opposing Pokémon from eating held Berries.
corvisquire,Big Pecks,Yes,3,Protects against Defense drops.
corviknight,Pressure,No,1,Increases the PP cost of moves targetting the Pokémon by one.
corviknight,Unnerve,No,2,Prevents opposing Pokémon from eating held Berries.
corviknight,Mirror Armor,Yes,3,Reflects any stat-lowering effects.
blipbug,Swarm,No,1,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less.
blipbug,Compound Eyes,No,2,Increases moves' accuracy to 1.3×.
blipbug,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
dottler,Swarm,No,1,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less.
dottler,Compound Eyes,No,2,Increases moves' accuracy to 1.3×.
dottler,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
orbeetle,Swarm,No,1,Strengthens bug moves to inflict 1.5× damage at 1/3 max HP or less.
orbeetle,Frisk,No,2,Reveals an opponent's held item upon entering battle.
orbeetle,Telepathy,Yes,3,Protects against friendly Pokémon's damaging moves.
nickit,Run Away,No,1,Ensures success fleeing from wild battles.
nickit,Unburden,No,2,Doubles Speed upon using or losing a held item.
nickit,Stakeout,Yes,3,This Pokémon's moves have double power against Pokémon that switched in this turn.
thievul,Run Away,No,1,Ensures success fleeing from wild battles.
thievul,Unburden,No,2,Doubles Speed upon using or losing a held item.
thievul,Stakeout,Yes,3,This Pokémon's moves have double power against Pokémon that switched in this turn.
gossifleur,Cotton Down,No,1,When Ignores moves and abilities that draw in moves.
gossifleur,Regenerator,No,2,Heals for 1/3 max HP upon switching out.
gossifleur,Effect Spore,Yes,3,"Has a 30% chance of inflcting either paralysis, poison, or sleep on attacking Pokémon on contact."
eldegoss,Cotton Down,No,1,When Ignores moves and abilities that draw in moves.
eldegoss,Regenerator,No,2,Heals for 1/3 max HP upon switching out.
eldegoss,Effect Spore,Yes,3,"Has a 30% chance of inflcting either paralysis, poison, or sleep on attacking Pokémon on contact."
wooloo,Fluffy,No,1,Damage from contact moves is halved.  Damage from Fire moves is doubled.
wooloo,Run Away,No,2,Ensures success fleeing from wild battles.
wooloo,Bulletproof,Yes,3,"Protects against bullet, ball, and bomb-based moves."
dubwool,Fluffy,No,1,Damage from contact moves is halved.  Damage from Fire moves is doubled.
dubwool,Steadfast,No,2,Raises Speed one stage upon flinching.
dubwool,Bulletproof,Yes,3,"Protects against bullet, ball, and bomb-based moves."
chewtle,Strong Jaw,No,1,Strengthens biting moves to 1.5× their power.
chewtle,Shell Armor,No,2,Protects against critical hits.
chewtle,Swift Swim,Yes,3,Doubles Speed during rain.
drednaw,Strong Jaw,No,1,Strengthens biting moves to 1.5× their power.
drednaw,Shell Armor,No,2,Protects against critical hits.
drednaw,Swift Swim,Yes,3,Doubles Speed during rain.
yamper,Ball Fetch,No,1,"If the Pokémon is not holding an item, it will fetch the Poké Ball from the first failed throw of the battle."
yamper,Rattled,Yes,3,"Raises Speed one stage upon being hit by a dark, ghost, or bug move."
boltund,Strong Jaw,No,1,Strengthens biting moves to 1.5× their power.
boltund,Competitive,Yes,3,Raises Special Attack by two stages upon having any stat lowered.
rolycoly,Steam Engine,No,1,Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.
rolycoly,Heatproof,No,2,Halves damage from fire moves and burns.
rolycoly,Flash Fire,Yes,3,"Protects against fire moves.  Once one has been blocked, the Pokémon's own Fire moves inflict 1.5× damage until it leaves battle."
carkol,Steam Engine,No,1,Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.
carkol,Flame Body,No,2,Has a 30% chance of burning attacking Pokémon on contact.
carkol,Flash Fire,Yes,3,"Protects against fire moves.  Once one has been blocked, the Pokémon's own Fire moves inflict 1.5× damage until it leaves battle."
coalossal,Steam Engine,No,1,Boosts the Speed stat drastically when the Pokémon is hit by a Fire- or Water-type move.
coalossal,Flame Body,No,2,Has a 30% chance of burning attacking Pokémon on contact.
coalossal,Flash Fire,Yes,3,"Protects against fire moves.  Once one has been blocked, the Pokémon's own Fire moves inflict 1.5× damage until it leaves battle."
applin,Ripen,No,1,Doubles the effect of berries.
applin,Gluttony,No,2,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
applin,Bulletproof,Yes,3,"Protects against bullet, ball, and bomb-based moves."
flapple,Ripen,No,1,Doubles the effect of berries.
flapple,Gluttony,No,2,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
flapple,Hustle,Yes,3,"Strengthens physical moves to inflict 1.5× damage, but decreases their accuracy to 0.8×."
appletun,Ripen,No,1,Doubles the effect of berries.
appletun,Gluttony,No,2,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.
appletun,Thick Fat,Yes,3,Halves damage from fire and ice moves.
silicobra,Sand Spit,No,1,Creates a sandstorm when hit by an attack.
silicobra,Shed Skin,No,2,Has a 33% chance of curing any major status ailment after each turn.
silicobra,Sand Veil,Yes,3,Increases evasion to 1.25× during a sandstorm.  Protects against sandstorm damage.
sandaconda,Sand Spit,No,1,Creates a sandstorm when hit by an attack.
sandaconda,Shed Skin,No,2,Has a 33% chance of curing any major status ailment after each turn.
sandaconda,Sand Veil,Yes,3,Increases evasion to 1.25× during a sandstorm.  Protects against sandstorm damage.
cramorant,Gulp Missile,No,1,"If a Cramorant with Gulp Missile uses Surf or Dive, it catches prey and changes its form depending on its remaining HP."
arrokuda,Swift Swim,No,1,Doubles Speed during rain.
arrokuda,Propeller Tail,Yes,3,Ignores moves and abilities that draw in moves.
barraskewda,Swift Swim,No,1,Doubles Speed during rain.
barraskewda,Propeller Tail,Yes,3,Ignores moves and abilities that draw in moves.
toxel,Rattled,No,1,"Raises Speed one stage upon being hit by a dark, ghost, or bug move."
toxel,Static,No,2,Has a 30% chance of paralyzing attacking Pokémon on contact.
toxel,Klutz,Yes,3,Prevents the Pokémon from using its held item in battle.
toxtricity-amped,Punk Rock,No,1,Boosts sound-based moves and halves damage from the same moves.
toxtricity-amped,Plus,No,2,Increases Special Attack to 1.5× when a friendly Pokémon has plus or minus.
toxtricity-amped,Technician,Yes,3,Strengthens moves of 60 base power or less to 1.5× their power.
sizzlipede,Flash Fire,No,1,"Protects against fire moves.  Once one has been blocked, the Pokémon's own Fire moves inflict 1.5× damage until it leaves battle."
sizzlipede,White Smoke,No,2,Prevents stats from being lowered by other Pokémon.
sizzlipede,Flame Body,Yes,3,Has a 30% chance of burning attacking Pokémon on contact.
centiskorch,Flash Fire,No,1,"Protects against fire moves.  Once one has been blocked, the Pokémon's own Fire moves inflict 1.5× damage until it leaves battle."
centiskorch,White Smoke,No,2,Prevents stats from being lowered by other Pokémon.
centiskorch,Flame Body,Yes,3,Has a 30% chance of burning attacking Pokémon on contact.
clobbopus,Limber,No,1,Prevents paralysis.
clobbopus,Technician,Yes,3,Strengthens moves of 60 base power or less to 1.5× their power.
grapploct,Limber,No,1,Prevents paralysis.
grapploct,Technician,Yes,3,Strengthens moves of 60 base power or less to 1.5× their power.
sinistea,Weak Armor,No,1,Raises Speed and lowers Defense by one stage each upon being hit by a physical move.
sinistea,Cursed Body,Yes,3,Has a 30% chance of Disabling any move that hits the Pokémon.
polteageist,Weak Armor,No,1,Raises Speed and lowers Defense by one stage each upon being hit by a physical move.
polteageist,Cursed Body,Yes,3,Has a 30% chance of Disabling any move that hits the Pokémon.
hatenna,Healer,No,1,Has a 30% chance of curing each adjacent ally of any major status ailment after each turn.
hatenna,Anticipation,No,2,"Notifies all trainers upon entering battle if an opponent has a super-effective move, self destruct, explosion, or a one-hit KO move."
hatenna,Magic Bounce,Yes,3,Reflects most non-damaging moves back at their user.
hattrem,Healer,No,1,Has a 30% chance of curing each adjacent ally of any major status ailment after each turn.
hattrem,Anticipation,No,2,"Notifies all trainers upon entering battle if an opponent has a super-effective move, self destruct, explosion, or a one-hit KO move."
hattrem,Magic Bounce,Yes,3,Reflects most non-damaging moves back at their user.
hatterene,Healer,No,1,Has a 30% chance of curing each adjacent ally of any major status ailment after each turn.
hatterene,Anticipation,No,2,"Notifies all trainers upon entering battle if an opponent has a super-effective move, self destruct, explosion, or a one-hit KO move."
hatterene,Magic Bounce,Yes,3,Reflects most non-damaging moves back at their user.
impidimp,Prankster,No,1,Raises non-damaging moves' priority by one stage.
impidimp,Frisk,No,2,Reveals an opponent's held item upon entering battle.
impidimp,Pickpocket,Yes,3,Steals attacking Pokémon's held items on contact.
morgrem,Prankster,No,1,Raises non-damaging moves' priority by one stage.
morgrem,Frisk,No,2,Reveals an opponent's held item upon entering battle.
morgrem,Pickpocket,Yes,3,Steals attacking Pokémon's held items on contact.
grimmsnarl,Prankster,No,1,Raises non-damaging moves' priority by one stage.
grimmsnarl,Frisk,No,2,Reveals an opponent's held item upon entering battle.
grimmsnarl,Pickpocket,Yes,3,Steals attacking Pokémon's held items on contact.
obstagoon,Reckless,No,1,Strengthens recoil moves to 1.2× their power.
obstagoon,Guts,No,2,Increases Attack to 1.5× with a major status ailment.
obstagoon,Defiant,Yes,3,Raises Attack two stages upon having any stat lowered.
perrserker,Battle Armor,No,1,Protects against critical hits.
perrserker,Tough Claws,No,2,Strengthens moves that make contact to 1.33× their power.
perrserker,Steely Spirit,Yes,3,Powers up ally Pokémon's Steel-type moves.
cursola,Weak Armor,No,1,Raises Speed and lowers Defense by one stage each upon being hit by a physical move.
cursola,Perish Body,Yes,3,"When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle."
sirfetchd,Steadfast,No,1,Raises Speed one stage upon flinching.
sirfetchd,Scrappy,Yes,3,Lets the Pokémon's normal and fighting moves hit ghost Pokémon.
